gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRPLL	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
NXPE3	101781910-101782310	-0.5545	0.0	0.0	0.0	0.0	0.00247	0.00474	0.02	0.0295	1.0	0.00173	0.0087	0.00189	4.89e-05	1.0	1.0	0.0492	1.0	1.0	1.0	1.0	0.0067	1.0	1.0	0.00323	0.00404	0.0385	1.0	1.0	1.0	0.00565	0.00142	0.00708	0.0264	0.000452	1.0	1.0	1.0	0.00328	0.0127	1.0	0.00778	2.8e-05	8.42e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.26e-05	0.000555	1.0	0.00469	1.0	0.00526	1.0	1.0	1.0	0.00152	1.0	1.0	1.0	1.0	1.0	1.0	1.15e-05	0.00017	1.0	1.0	1.0	0.00501	0.00118	0.000503	1.0	4.42e-06	0.0195	1.0	0.00967	0.00373	1.0	0.00264	0.0114	1.0	1.0	0.00145	0.000417	0.00557
NXPE3	101779046-101779446	-0.5545	0.08593	-0.1221	0.0	1.16682	0.00247	0.00474	0.02	0.0234	1.0	2.18e-05	0.0087	0.00189	4.89e-05	0.000757	1.0	0.0492	1.0	0.0296	1.0	1.0	0.0067	1.0	1.0	0.00323	0.00404	0.0385	1.0	1.0	1.0	6.46e-08	0.0148	1.0	1.58e-08	0.000452	3.17e-05	1.28e-05	1.0	1.0	1.0	1.0	0.00778	2.8e-05	8.42e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.16e-05	0.000555	1.0	0.00469	1.0	0.00526	1.0	1.0	1.0	0.00152	1.0	0.0446	1.0	1.0	1.0	1.0	1.15e-05	0.00017	1.0	1.0	1.0	0.00501	0.00118	0.000503	1.0	4.42e-06	0.00916	1.0	0.00967	0.00373	1.0	0.00264	0.0037	1.0	1.0	0.00145	0.0234	0.00557
NXPE3	101779002-101779402	-0.5545	0.08593	-0.1221	0.0	1.16682	1.0	1.0	0.00019	0.000119	0.000657	1.0	1.0	1.0	1.0	1.0	0.00442	1.0	0.0029	1.0	1.0	1.0	0.00356	1.0	1.0	1.0	1.0	0.000739	0.00118	0.000612	0.00909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0129	1.0	0.00046	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	0.0274	1.0	1.0	1.0	1.0	0.000836	0.00672	1.0	0.00105	1.0	1.0	0.0117	1.0	1.0	1.0	0.000714	1.0	1.0	0.00101	1.0	1.0	1.0	1.0	0.00155	0.0327	4.63e-05	0.00147	1.0	6.51e-05	1.0	1.0	1.0	1.0	1.0	0.000127	1.0	1.0	1.0
NXPE3	101779011-101779411	-0.5545	0.08593	-0.1221	0.0	1.16682	1.0	1.0	0.00019	0.000119	0.000657	1.0	1.0	1.0	0.0121	1.0	1.0	1.0	0.00241	1.0	0.00318	1.0	0.0153	0.0243	0.00314	1.0	1.0	0.00309	0.0129	0.000108	0.00561	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0384	1.0	0.00245	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000687	0.00135	0.0114	1.0	1.0	1.0	1.0	0.000836	1.0	1.0	0.00021	1.0	1.0	1.0	1.0	1.0	1.0	0.000714	1.0	1.0	0.000135	1.0	1.0	1.0	1.0	0.008	0.0327	0.00151	0.00147	0.00373	6.51e-05	1.0	1.0	1.0	1.0	1.0	0.000127	1.0	1.0	1.0
NXPE3	101779242-101779642	-0.5545	0.08593	0.0	0.0	1.16682	1.0	1.0	0.00019	0.000119	0.000657	1.0	1.0	1.0	0.0121	1.0	1.0	1.0	0.00241	1.0	0.00318	1.0	0.0153	0.0243	0.00314	1.0	1.0	0.00309	0.0129	0.000108	0.00561	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0384	1.0	0.00639	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000687	0.00135	0.0114	1.0	1.0	1.0	1.0	0.000836	1.0	1.0	0.00021	1.0	1.0	1.0	1.0	1.0	0.0357	0.000714	1.0	1.0	0.000135	1.0	1.0	1.0	1.0	0.008	0.0327	0.00234	1.0	0.00373	6.51e-05	1.0	1.0	1.0	0.0111	1.0	0.000127	1.0	1.0	1.0
NXPE3	101779295-101779695	-0.5545	0.08593	0.0	0.0	1.16682	0.00193	1.0	0.000747	0.000577	0.00399	1.0	6.23e-05	0.000126	0.0366	1.0	1.0	1.0	1.0	0.00921	1.0	1.0	0.0297	0.00712	1.0	5.74e-05	6.33e-05	1.0	1.0	1.0	1.0	1.0	1.0	0.0443	1.0	0.000279	1.0	1.0	0.00222	0.005	0.00728	1.0	0.0108	0.00815	0.00904	0.000444	0.000132	0.000154	0.000961	0.000904	0.0171	0.0208	1.0	0.000836	0.000434	1.0	3.55e-05	0.0461	1.0	1.0	0.0148	1.0	4.32e-05	1.0	1.0	0.0357	0.0272	1.0	1.0	0.0157	0.000224	1.0	0.00043	1.0	1.0	1.0	1.0	1.0	0.00956	0.00379	0.0169	0.000213	3.73e-05	1.0	6.2e-05	1.0	0.0258	1.0	0.000103	0.00422	0.0182
NXPE3	101782089-101782489	-0.5545	0.0	0.0	0.0	0.0	0.00193	1.0	0.000747	0.000577	0.00399	1.0	6.23e-05	0.000126	0.0366	1.0	1.0	1.0	1.0	0.00921	1.0	1.0	0.0297	0.00712	1.0	5.74e-05	6.33e-05	1.0	1.0	1.0	1.0	1.0	1.0	0.0443	1.0	0.000279	1.0	1.0	0.00222	0.005	0.00728	1.0	0.0108	0.00815	0.00904	0.000444	0.000132	0.000154	0.000961	0.000904	0.0171	0.0208	1.0	0.000836	0.000434	1.0	3.55e-05	0.0461	1.0	1.0	0.0148	1.0	4.32e-05	1.0	1.0	0.0357	0.0272	1.0	1.0	0.0157	0.000224	1.0	0.00043	1.0	1.0	1.0	1.0	1.0	0.00956	0.00379	0.0169	0.000213	3.73e-05	1.0	6.2e-05	1.0	0.0258	1.0	0.000103	0.00422	0.0182
NXPE3	101782090-101782490	-0.5545	0.0	0.0	0.0	0.0	0.00247	0.00474	0.00168	0.000293	0.00289	2.18e-05	0.0087	0.00189	4.89e-05	0.000757	1.0	0.0492	1.0	0.0296	1.0	1.0	0.0067	1.0	1.0	0.00323	0.00404	0.0385	1.0	1.0	1.0	6.46e-08	0.0148	1.0	1.58e-08	0.000452	3.17e-05	1.28e-05	1.0	1.0	1.0	1.0	0.00778	2.8e-05	8.42e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.16e-05	0.000555	1.0	0.00469	1.0	0.00252	1.0	1.0	1.0	0.00152	1.0	0.0446	1.0	1.0	1.0	1.0	1.15e-05	0.00017	1.0	1.0	0.0138	0.00585	0.00118	0.000503	1.0	4.42e-06	0.00916	1.0	9.77e-05	0.00373	1.0	0.00264	0.0037	1.0	1.0	0.00145	0.0234	0.000724
MAP4K4	101867109-101867509	0.3364	0.0	0.0	0.0	0.0	0.00168	1.0	1.0	1.0	1.0	1.0	0.00677	0.00693	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00395	1.0	1.0	0.0011	0.00117	1.0	0.0099	1.0	1.0	1.0	1.0	0.0401	1.0	0.0099	1.0	1.0	0.0206	0.0291	0.0396	1.0	0.00388	0.000547	1.0	0.0431	0.00288	0.0325	1.0	1.0	1.0	0.00402	1.0	0.000525	0.0006	0.00768	0.000615	0.00644	1.0	1.0	1.0	1.0	0.00193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00536	1.0	0.0423	1.0	1.0	1.0	0.0259	1.0	0.00181	0.0183	1.0	0.00941	0.000673	1.0	0.00664	0.00488	0.0181	0.0128	0.00391	0.00165	1.0
MAP4K4	101867829-101868229	-0.3325	0.0	0.0	0.0	0.0	0.00168	1.0	1.0	1.0	1.0	1.0	0.000781	0.000326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00395	1.0	1.0	0.000525	0.000569	1.0	0.0099	1.0	1.0	1.0	1.0	0.0401	1.0	0.0099	1.0	1.0	0.0206	0.0291	0.0396	1.0	0.00388	0.000547	1.0	0.0431	0.00288	0.0325	1.0	1.0	1.0	0.00402	1.0	0.000525	0.0006	0.00768	0.000346	0.00644	1.0	1.0	1.0	1.0	0.00193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00536	1.0	0.0423	1.0	1.0	1.0	0.0259	1.0	0.00181	0.0183	1.0	0.00941	0.000259	1.0	0.00428	0.00488	0.0181	0.0128	0.00391	0.00165	1.0
MAP4K4	101867837-101868237	-0.3325	0.0	0.0	0.0	0.0	0.00982	0.000253	1.0	1.0	1.0	1.0	0.00011	0.000154	1.0	1.0	0.00599	0.00416	1.0	0.000159	0.000128	0.000123	0.0187	1.0	0.0282	8.23e-05	7.81e-05	0.0134	9.57e-05	0.00358	1.0	1.0	1.0	1.0	0.0333	0.000247	1.0	1.0	0.00045	0.00674	0.00728	0.00135	0.00697	0.00065	1.0	1.0	1.0	0.0175	0.0193	0.0497	0.00174	1.0	1.0	3.55e-05	1.0	1.0	3.83e-05	1.0	1.0	0.00118	1.0	1.0	0.00919	0.00358	7.93e-07	1.0	0.00517	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.89e-05	1.0	0.00122	3.89e-08	0.000254	1.0	4.39e-05	1.0	0.000171	0.0073	1.0	0.00307	5.07e-05	0.00899	1.0
MAP4K4	101869422-101869822	0.3364	0.0	0.0	0.0	0.0	1.0	1.0	0.000591	0.000193	0.0144	0.0175	1.0	1.0	1.0	1.0	0.00424	0.00285	1.0	1.0	1.0	0.0292	1.0	1.0	1.0	1.0	1.0	0.0122	0.00039	0.00423	0.0436	1.0	0.000109	0.0236	1.0	1.0	0.0375	1.0	1.0	1.0	1.0	0.0028	1.0	0.0021	1.0	0.00525	0.0215	0.00171	1.0	0.000217	1.0	0.000781	1.0	0.0153	1.0	1.0	1.0	1.0	5.16e-05	0.00946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00532	1.0	1.0	1.0	0.0051	1.0	1.0	1.0	0.000977	0.00115	0.000294	0.00517	0.00691	9.77e-05	1.0	1.0	1.0	2.68e-05	2.37e-05	1.0	1.0	1.0	1.0
MAP4K4	101867012-101867412	0.3364	0.0	0.0	0.0	0.0	1.0	1.0	0.00161	0.00135	0.00314	1.0	1.0	1.0	0.0045	1.0	0.00393	0.0151	1.0	0.00728	0.0205	1.0	0.00646	0.0126	0.00399	1.0	1.0	0.0196	1.0	0.00117	0.0124	1.0	1.0	0.0254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0109	1.0	1.0	1.0	1.0	1.0	0.00706	0.000836	0.000175	1.0	0.00011	1.0	1.0	1.0	1.0	0.0273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	1.0	1.0	1.0	1.0	0.00124	1.0	1.0	1.0	1.0	0.00135	0.00722	0.00856	0.0026	0.000585	0.000221	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	1.0	1.0
MAP4K4	101867656-101868056	-0.3325	0.0	0.0	0.0	0.0	1.0	0.000253	7.32e-05	4.13e-05	1.0	1.0	0.00477	0.0166	0.0121	1.0	0.00599	0.00416	1.0	0.000159	0.000128	0.000123	0.00266	1.0	0.0282	0.0248	0.0242	0.0134	9.57e-05	0.00358	1.0	1.0	1.0	1.0	0.0333	0.00612	1.0	1.0	1.0	1.0	1.0	0.00135	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	0.00346	1.0	1.0	3.55e-05	1.0	1.0	0.0242	1.0	0.00252	0.00118	1.0	1.0	0.0271	0.0158	7.93e-07	1.0	0.00517	1.0	1.0	1.0	1.0	1.0	1.0	0.00427	1.0	1.0	2.89e-05	1.0	0.00339	3.89e-08	0.000254	9.42e-05	0.013	1.0	0.0272	0.0073	1.0	0.00307	0.00577	1.0	0.000553
MAP4K4	101869597-101869997	0.3364	0.0	0.0	0.0	0.0	1.0	1.0	3.17e-05	1.33e-05	0.000239	0.0175	1.0	1.0	1.0	1.0	1.0	0.00285	1.0	1.0	1.0	0.0292	1.0	1.0	1.0	1.0	1.0	0.0122	0.00039	0.00583	0.0436	1.0	0.00607	0.00474	1.0	1.0	0.0375	1.0	1.0	1.0	1.0	0.0028	1.0	0.00185	1.0	0.00525	0.0215	0.00171	1.0	0.000217	0.0445	0.000781	1.0	0.0153	1.0	1.0	1.0	1.0	5.16e-05	0.00946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00193	0.0051	0.000724	1.0	1.0	0.000977	0.00115	0.000294	0.00517	1.0	1.98e-05	1.0	1.0	1.0	2.68e-05	2.37e-05	1.0	1.0	1.0	1.0
RASA4	102587570-102587970	0.4108	0.0	0.0	0.0	0.0	1.0	0.0166	0.0148	0.0104	0.000719	0.014	1.0	1.0	0.0458	1.0	0.00141	1.0	1.0	1.0	1.0	1.0	0.00108	0.022	0.00371	1.0	1.0	0.000508	0.00272	6.33e-05	0.00494	1.0	0.0196	0.00519	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00135	1.0	0.00197	1.0	0.0137	1.0	0.0191	1.0	0.00324	0.0047	0.000716	1.0	0.0106	1.0	1.0	1.0	1.0	0.000699	1.0	1.0	0.00135	1.0	1.0	5.91e-05	1.0	1.0	0.0077	0.0164	1.0	1.0	0.00859	0.0137	1.0	1.0	0.00899	0.000423	1.0	0.00169	2.84e-06	1.0	0.00109	1.0	1.0	1.0	0.0235	0.0418	1.0	1.0	1.0	1.0
RASA4	102590096-102590496	-0.4108	0.0	0.0	0.0	0.0	1.0	1.0	0.00161	0.00135	0.00314	1.0	1.0	1.0	0.0045	1.0	0.00393	0.0151	1.0	0.00728	0.0205	1.0	0.00646	0.0126	0.00399	1.0	1.0	0.0196	1.0	0.00117	0.0261	1.0	1.0	0.0254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0166	1.0	1.0	1.0	1.0	1.0	0.00706	0.000836	0.000175	1.0	0.000434	1.0	1.0	1.0	1.0	0.0273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	1.0	1.0	1.0	1.0	0.00124	1.0	1.0	1.0	1.0	0.00135	0.00722	0.0101	0.0026	0.000585	0.000221	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	1.0	1.0
RASA4	102592085-102592485	0.4108	0.0	0.0	0.0	0.0	1.0	1.0	0.00161	0.00135	0.00314	1.0	1.0	1.0	0.0045	1.0	0.00393	0.0151	1.0	0.00728	0.0205	1.0	0.00646	0.0126	0.00399	1.0	1.0	0.0196	1.0	0.00117	0.0124	1.0	1.0	0.0254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0109	1.0	1.0	1.0	1.0	1.0	0.00706	0.000836	0.000175	1.0	0.00011	1.0	1.0	1.0	1.0	0.0273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	1.0	1.0	1.0	1.0	0.00124	1.0	1.0	1.0	1.0	0.00135	0.00722	0.00856	0.0026	0.000585	0.000221	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	1.0	1.0
RASA4	102592123-102592523	0.4108	0.0	0.0	0.0	0.0	0.00104	1.0	0.0321	0.0304	0.0154	1.0	0.00176	0.00114	0.0379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0259	0.0139	0.000697	0.000845	0.0184	1.0	1.0	1.0	1.0	0.00302	1.0	1.0	0.000452	1.0	1.0	0.00324	0.00135	0.00449	1.0	0.00258	0.00657	0.00209	1.0	0.00602	1.0	0.0122	1.0	1.0	1.0	1.0	0.000542	0.000417	0.0115	0.00306	1.0	0.0445	1.0	1.0	1.0	0.000789	0.0362	1.0	0.0337	1.0	1.0	1.0	0.00239	0.00114	1.0	1.0	1.0	1.0	1.0	0.00314	1.0	0.00562	1.0	1.0	0.00484	0.00322	0.00342	0.000951	1.0	0.0124	1.0	0.000403	0.018	0.00338
RASA4	102592151-102592551	0.4108	0.0	0.0	0.0	0.0	0.0018	0.0115	1.0	1.0	1.0	1.0	7.35e-05	0.000188	0.00288	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	1.0	1.0	0.000324	0.000302	0.0317	1.0	1.0	0.0307	0.000661	1.0	0.000136	1.0	0.000303	0.00334	0.0227	0.00149	0.00229	0.00194	1.0	0.00388	0.00065	1.0	0.000347	0.0006	0.000143	0.00528	0.00588	1.0	1.0	1.0	0.00019	0.00877	0.005	0.000217	1.0	0.0445	1.0	1.0	1.0	9.16e-05	0.0284	0.021	1.0	1.0	0.0227	1.0	2.66e-05	0.000184	1.0	0.000347	1.0	0.0052	1.0	0.0259	1.0	0.00562	0.0252	1.0	0.00369	0.000242	0.00503	0.000123	0.00488	0.00123	1.0	0.000112	0.000935	0.0189
RASA4	102587435-102587835	0.4108	0.0	0.0	0.0	0.0	1.0	0.0166	0.0148	0.0104	0.000719	1.0	1.0	1.0	0.0458	1.0	0.000233	1.0	1.0	1.0	1.0	1.0	0.000366	0.022	0.00371	1.0	1.0	0.000508	0.00272	6.33e-05	1.0	1.0	0.0196	0.000413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00455	1.0	0.00131	1.0	0.0137	1.0	0.0191	1.0	0.00324	1.0	0.000716	1.0	0.0114	1.0	1.0	1.0	1.0	0.00061	0.0243	1.0	0.00135	1.0	1.0	5.91e-05	1.0	1.0	0.0077	0.0164	1.0	1.0	0.00859	0.0137	0.00259	1.0	0.00899	0.000423	1.0	0.00169	2.84e-06	1.0	0.00109	1.0	1.0	1.0	0.0235	0.0418	1.0	1.0	1.0	1.0
RASA4	102589959-102590359	-0.4108	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0134	1.0	1.0	1.0	0.0045	1.0	0.00393	0.0151	1.0	0.00728	0.0205	1.0	0.00646	0.0126	0.00399	1.0	1.0	1.0	1.0	0.00117	0.0124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	0.000836	0.000175	1.0	0.00011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	1.0	1.0	1.0	1.0	0.00124	1.0	1.0	1.0	1.0	0.00135	1.0	0.00187	0.00119	0.000585	1.0	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	1.0	0.0134
RASA4	102592244-102592644	0.4108	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0134	1.0	1.0	1.0	0.0045	1.0	1.0	0.0151	1.0	0.00728	0.0205	1.0	0.00646	0.0126	0.00399	1.0	1.0	1.0	1.0	0.00117	0.0124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	0.000836	0.000175	1.0	0.00011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00342	1.0	1.0	1.0	1.0	0.00124	1.0	1.0	1.0	1.0	0.00135	1.0	0.00187	0.00119	0.000585	1.0	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	1.0	0.0134
RASA4	102592254-102592654	0.4108	0.0	0.0	0.0	0.0	0.00283	1.0	0.0321	0.0304	0.0154	1.0	0.0106	0.00556	0.0158	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000388	0.0259	0.0139	0.0036	0.00404	0.0184	1.0	1.0	1.0	1.0	0.00302	1.0	1.0	0.00108	1.0	1.0	0.0011	0.000296	0.00135	1.0	0.00969	0.00657	0.00209	0.00556	0.0137	0.00135	0.00175	0.0425	1.0	1.0	1.0	0.000542	0.0109	0.0115	0.0106	1.0	0.0445	1.0	1.0	1.0	0.000789	0.0351	1.0	0.00926	1.0	1.0	1.0	0.0267	0.00338	1.0	0.00556	0.0248	1.0	1.0	0.00314	1.0	0.00562	1.0	1.0	0.00484	0.0109	0.00342	0.0126	1.0	1.0	1.0	0.00498	0.000127	0.00338
SLC9B2	103057742-103058142	-0.3415	0.0	0.0	0.0	0.0	0.00104	1.0	0.0321	0.0304	0.0154	1.0	0.00176	0.00114	0.0379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0259	0.0139	0.000697	0.000845	0.0184	1.0	1.0	1.0	1.0	0.00302	1.0	1.0	0.000452	1.0	1.0	0.00324	0.0019	0.00449	1.0	0.00258	0.00657	0.00209	1.0	0.00602	1.0	1.0	1.0	1.0	1.0	1.0	0.000542	0.000417	0.0115	0.00306	1.0	0.0445	1.0	1.0	1.0	0.000789	0.0362	1.0	0.0337	1.0	1.0	1.0	0.00239	0.00114	1.0	1.0	1.0	1.0	1.0	0.00314	1.0	0.00562	1.0	1.0	0.00484	0.00322	0.0297	0.000951	1.0	0.0124	1.0	0.000403	0.018	0.00338
SLC9B2	103057771-103058171	-0.3415	0.0	0.0	0.0	0.0	0.00845	1.0	2.99e-06	1.57e-06	9.96e-05	1.0	0.00139	0.0016	1.0	1.0	0.000577	1.0	1.0	1.0	1.0	0.0403	0.00185	0.00264	0.0134	0.000974	0.00135	0.000324	1.0	1.0	1.0	0.00289	1.0	0.00413	0.0288	0.000178	0.0169	1.0	0.00236	0.00176	0.000434	0.0158	0.00209	0.00185	1.0	0.000242	0.0014	0.000266	0.000453	6.81e-05	1.0	1.0	1.0	0.000577	0.00168	1.0	0.00123	1.0	2.84e-05	1.0	1.0	1.0	0.000822	0.0227	1.0	0.015	0.000492	1.0	1.0	0.000583	0.000317	1.0	0.000242	0.0227	1.0	0.0259	0.0259	0.00911	0.0131	0.0322	0.0121	8.42e-06	0.00104	0.00911	0.000836	1.0	1.0	1.0	0.00208	0.0154	0.00407
SLC9B2	103065568-103065968	0.6995	0.0	0.0	0.0	0.0	0.0179	0.00494	1.0	1.0	1.0	0.000555	1.0	0.0159	0.0332	0.0219	1.0	0.0389	1.0	0.00921	1.0	0.0154	0.0167	1.0	1.0	0.014	0.0138	0.00578	0.0239	0.0131	1.0	2.4e-06	0.00791	0.00772	4.44e-06	1.0	0.000121	7.5e-05	0.00208	0.00516	0.00303	1.0	1.0	0.0207	0.022	0.000201	0.000242	8.36e-05	0.00163	0.00112	1.0	0.0279	1.0	0.00722	0.0222	0.0258	1.0	1.0	1.0	1.0	0.0268	1.0	0.0241	0.00292	1.0	0.00243	0.00446	0.0346	1.0	0.00542	0.00699	0.00459	0.000193	1.0	0.0157	0.00162	0.000741	0.00323	0.0168	0.000762	0.0126	0.0223	0.0299	0.0276	1.0	0.00262	0.0028	1.0	1.0	0.00261	1.0
SLC9B2	103066127-103066527	0.6995	0.0	0.0	0.0	0.0	0.0018	0.0115	0.0138	0.0148	0.0235	1.0	7.35e-05	0.000188	0.00288	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	1.0	1.0	0.000324	0.000302	0.0317	1.0	1.0	0.0307	0.000661	1.0	0.000413	1.0	0.000303	1.0	0.0445	0.00149	0.00421	0.000465	1.0	0.00388	0.00065	1.0	0.0026	0.00662	0.00103	0.00546	0.00588	1.0	1.0	1.0	0.00019	0.0014	0.005	0.000217	1.0	0.00232	1.0	1.0	1.0	9.16e-05	0.0284	0.021	1.0	1.0	0.00969	1.0	2.1e-05	0.000144	1.0	0.0026	1.0	1.0	1.0	1.0	0.0057	0.00562	0.0252	1.0	0.00296	0.000242	0.00503	0.000123	1.0	0.0138	1.0	0.000112	0.000935	0.0189
SLC9B2	103057601-103058001	-0.3415	0.0	0.0	0.0	0.0	0.00283	1.0	0.0321	0.0304	0.0154	1.0	0.0106	0.00556	0.0158	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000388	0.0259	0.0139	0.0036	0.00404	0.0184	1.0	1.0	1.0	1.0	0.00302	1.0	1.0	0.00108	1.0	1.0	0.0011	0.000296	0.00135	1.0	0.00969	0.00657	0.00209	0.00556	0.0137	0.00135	0.00175	0.0425	1.0	1.0	1.0	0.000542	0.0109	0.0115	0.0106	1.0	0.0445	1.0	1.0	1.0	0.000789	0.0351	1.0	0.00926	1.0	1.0	1.0	0.0267	0.00338	1.0	0.00556	0.0248	1.0	1.0	0.00314	1.0	0.00562	1.0	1.0	0.00484	0.0109	0.00342	0.0126	1.0	0.0124	1.0	0.00498	0.000127	0.00338
SLC9B2	103057614-103058014	-0.3415	0.0	0.0	0.0	0.0	0.0179	0.00494	0.00646	0.00402	0.0283	0.000555	0.00639	0.00131	0.0332	0.0219	1.0	0.0389	1.0	0.00921	1.0	0.0154	0.0167	1.0	1.0	0.00131	0.00135	0.0276	0.0239	1.0	1.0	0.000991	1.0	0.00772	0.0022	0.0433	0.000458	0.000819	0.00208	0.00516	0.00108	1.0	1.0	0.00931	0.0157	0.000201	0.000242	8.36e-05	0.00163	0.00148	1.0	0.0279	1.0	0.00795	0.000158	0.0246	0.0017	1.0	0.0161	1.0	0.0268	1.0	0.000692	0.00292	1.0	0.00243	0.0242	1.0	1.0	3.51e-06	1.17e-05	0.00459	0.000193	1.0	0.0157	0.013	0.000741	0.00323	0.0168	0.000762	0.0126	0.00854	0.00198	0.0276	0.000361	0.00262	0.0028	1.0	0.012	0.00106	1.0
SLC9B2	103066259-103066659	0.6995	0.0	0.0	0.0	0.0	0.0342	0.00494	0.00646	0.00402	0.0283	0.000555	0.00639	0.00131	0.0332	0.0219	1.0	0.0389	1.0	0.00993	1.0	0.0154	0.0167	1.0	1.0	0.00131	0.00135	1.0	1.0	1.0	1.0	0.000991	1.0	0.00772	0.0022	0.0433	0.000458	0.000819	0.00208	0.00516	0.00108	1.0	1.0	0.00931	0.0157	0.000201	0.000242	8.36e-05	0.00163	0.00148	1.0	0.0279	1.0	0.00494	0.000158	0.00722	0.0017	1.0	0.0161	1.0	0.0268	1.0	0.000692	0.00292	1.0	0.00243	0.0242	1.0	1.0	3.51e-06	1.17e-05	0.00459	0.000193	1.0	0.0157	0.013	0.000741	0.00323	0.0168	0.000762	0.0126	0.00854	0.00198	0.00185	0.000361	0.00262	0.0028	1.0	0.012	0.00106	1.0
