flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
127290856-127291256	ENSG00000145794.17	-0.3642	0.88166	-1.65947	0.0	0.58957
127299796-127300196	ENSG00000145794.17	0.3642				
127299846-127300246	ENSG00000145794.17	0.3642				
127331091-127331491	ENSG00000145794.17	0.3642				
127331224-127331624	ENSG00000145794.17	0.3642				
139293375-139293775	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.65047
139293474-139293874	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.65047
139293480-139293880	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.65047
139293516-139293916	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293518-139293918	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293519-139293919	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293522-139293922	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293530-139293930	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293537-139293937	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293540-139293940	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293542-139293942	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293543-139293943	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293550-139293950	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293572-139293972	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293578-139293978	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293605-139294005	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293752-139294152	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139293765-139294165	ENSG00000015479.20	0.3452	0.27179	0.0	0.0	-0.56688
139307039-139307439	ENSG00000015479.20	0.3452				
139307041-139307441	ENSG00000015479.20	0.3452				
139314475-139314875	ENSG00000015479.20	-0.349				
139314536-139314936	ENSG00000015479.20	-0.349				
177490810-177491210	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177490825-177491225	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177490872-177491272	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177490873-177491273	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177490896-177491296	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177490946-177491346	ENSG00000196923.14	0.3484	0.0	0.0	0.0	-0.83241
177491204-177491604	ENSG00000196923.14	0.3979	0.0	0.0	0.0	-0.83241
177491220-177491620	ENSG00000196923.14	0.3979	0.0	0.0	0.0	-0.83241
177491559-177491959	ENSG00000196923.14	0.3979	0.0	0.0	0.0	-0.83241
177491607-177492007	ENSG00000196923.14	0.3979				
177491725-177492125	ENSG00000196923.14	0.3979				
177491776-177492176	ENSG00000196923.14	0.3979				
177491795-177492195	ENSG00000196923.14	0.3979				
180792862-180793262	ENSG00000131446.17	0.3771				
180792897-180793297	ENSG00000131446.17	0.3771				
180802480-180802880	ENSG00000131446.17	0.3771	-0.27791	0.0	0.0	0.70826
180802567-180802967	ENSG00000131446.17	0.3771	-0.27791	0.0	0.0	0.70826
180802594-180802994	ENSG00000131446.17	0.3771	-0.27791	0.0	0.0	0.8745
180802603-180803003	ENSG00000131446.17	0.3771	-0.27791	0.0	0.0	0.8745
180802606-180803006	ENSG00000131446.17	0.3771	-0.27791	0.0	0.0	0.8745
180808302-180808702	ENSG00000131446.17	-0.374				
180808326-180808726	ENSG00000131446.17	-0.374				
180808394-180808794	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808397-180808797	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808448-180808848	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808558-180808958	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808636-180809036	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808638-180809038	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808639-180809039	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808641-180809041	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
180808644-180809044	ENSG00000131446.17	-0.374	-0.09156	0.0	0.0	0.0
55697646-55698046	ENSG00000177058.12	0.283	0.0	0.0	0.66709	0.0
55697679-55698079	ENSG00000177058.12	0.283	0.0	0.0	0.66709	0.0
55697759-55698159	ENSG00000177058.12	0.283	0.0	0.0	0.66709	0.0
55697792-55698192	ENSG00000177058.12	0.283	0.0	0.0	0.66709	0.0
55697794-55698194	ENSG00000177058.12	0.283	0.0	0.0	0.66709	0.0
55703940-55704340	ENSG00000177058.12	0.283				
55704075-55704475	ENSG00000177058.12	0.283				
55704122-55704522	ENSG00000177058.12	0.283				
55704234-55704634	ENSG00000177058.12	0.283				
55711152-55711552	ENSG00000177058.12	-0.3044	0.13519	0.0	0.0	0.0
55711252-55711652	ENSG00000177058.12	-0.3044	0.13519	0.0	0.0	0.0
55711299-55711699	ENSG00000177058.12	-0.3044	0.13519	0.0	0.0	0.0
72816365-72816765	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816424-72816824	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816449-72816849	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816461-72816861	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816469-72816869	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816472-72816872	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816495-72816895	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816552-72816952	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72816593-72816993	ENSG00000083312.19	-0.3791	-0.85327	0.0	0.0	-2.13466
72847921-72848321	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
72847970-72848370	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
72847984-72848384	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
72848051-72848451	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
72848185-72848585	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
72848298-72848698	ENSG00000083312.19	0.3792	0.15693	0.0	0.0	0.02052
93411202-93411602	ENSG00000237187.9	0.7004				
93411247-93411647	ENSG00000237187.9	0.7004				
93411309-93411709	ENSG00000237187.9	0.7004				
93422051-93422451	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422055-93422455	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422110-93422510	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422135-93422535	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422169-93422569	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422213-93422613	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422221-93422621	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93422223-93422623	ENSG00000237187.9	0.7004	0.0	0.0	0.0	0.51402
93553553-93553953	ENSG00000237187.9	-0.5108				
93553561-93553961	ENSG00000237187.9	-0.5108				
93553663-93554063	ENSG00000237187.9	-0.5108				
107027999-107028399	ENSG00000130349.10	-0.6267	-0.12452	0.0	0.0	0.56186
107028013-107028413	ENSG00000130349.10	-0.6267	-0.12452	0.0	0.0	0.56186
107028071-107028471	ENSG00000130349.10	-0.6267	-0.12452	0.0	0.0	0.56186
107029825-107030225	ENSG00000130349.10	0.377				
107029907-107030307	ENSG00000130349.10	0.377				
107039549-107039949	ENSG00000130349.10	0.377				
149317815-149318215	ENSG00000055208.19	-0.3257	-0.39733	0.0	0.0	-0.24116
149342457-149342857	ENSG00000055208.19	0.3257				
149342485-149342885	ENSG00000055208.19	0.3257				
149342613-149343013	ENSG00000055208.19	0.3257				
149342633-149343033	ENSG00000055208.19	0.3257				
149369709-149370109	ENSG00000055208.19	0.3257				
149369875-149370275	ENSG00000055208.19	0.3257				
149369899-149370299	ENSG00000055208.19	0.3257				
30557080-30557480	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30557095-30557495	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30557114-30557514	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30557116-30557516	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30557147-30557547	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30557250-30557650	ENSG00000204576.12	-0.4213	-0.04164	0.0	0.0	-0.40161
30561128-30561528	ENSG00000204576.12	0.4138				
30561308-30561708	ENSG00000204576.12	0.4138				
30561634-30562034	ENSG00000204576.12	0.4138				
31156744-31157144	ENSG00000204536.15	0.5786				
31156823-31157223	ENSG00000204536.15	0.5786				
31156889-31157289	ENSG00000204536.15	0.5786	0.0783	0.0	0.0	0.0
31156955-31157355	ENSG00000204536.15	0.5786	0.0783	0.0	0.0	1.68659
31157158-31157558	ENSG00000204536.15	0.5786	0.0783	0.0	0.0	1.68659
31157185-31157585	ENSG00000204536.15	0.5786	0.0783	0.0	0.0	1.68659
31157300-31157700	ENSG00000204536.15	0.5786	0.0783	0.0	0.0	1.68659
31157799-31158199	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157811-31158211	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157873-31158273	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157881-31158281	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157939-31158339	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157960-31158360	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157967-31158367	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157971-31158371	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157972-31158372	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157989-31158389	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157991-31158391	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31157994-31158394	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158001-31158401	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158003-31158403	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158005-31158405	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158009-31158409	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158014-31158414	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158017-31158417	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
31158038-31158438	ENSG00000204536.15	-0.4048	0.0783	0.0	0.0	1.69566
4772841-4773241	ENSG00000153046.18	0.5632	0.64928	0.0	0.0	4.39875
4772978-4773378	ENSG00000153046.18	0.5632	0.64928	0.0	0.0	3.74029
4776607-4777007	ENSG00000153046.18	-0.6665	0.64928	2.09655	0.0	-0.62637
4891513-4891913	ENSG00000153046.18	0.5632				
99509921-99510321	ENSG00000123552.18	0.5186				
99510030-99510430	ENSG00000123552.18	0.5186				
99514654-99515054	ENSG00000123552.18	0.5186	0.35976	-1.41679	0.0	0.78401
99515176-99515576	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
99515192-99515592	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
99515218-99515618	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
99515222-99515622	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
99515223-99515623	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
99515289-99515689	ENSG00000123552.18	-0.5275	0.35976	0.0	0.0	1.0335
1009750-1010150	ENSG00000146540.15	0.3594				
1009943-1010343	ENSG00000146540.15	0.3594				
1028058-1028458	ENSG00000146540.15	-0.3609	-1.701	0.0	0.0	-1.81694
1028139-1028539	ENSG00000146540.15	-0.3609	-1.701	0.0	0.0	-1.81694
1028152-1028552	ENSG00000146540.15	-0.3609	-1.701	0.0	0.0	-1.81694
108223525-108223925	ENSG00000091129.22	0.6883				
108223636-108224036	ENSG00000091129.22	0.6883				
108225445-108225845	ENSG00000091129.22	-0.656				
108225501-108225901	ENSG00000091129.22	-0.656				
108226008-108226408	ENSG00000091129.22	0.6883				
108226178-108226578	ENSG00000091129.22	0.6883				
108312465-108312865	ENSG00000091129.22	0.7676				
108312531-108312931	ENSG00000091129.22	0.7676				
108328221-108328621	ENSG00000091129.22	-0.766	-4.9118	0.0	0.0	-1.79644
108328288-108328688	ENSG00000091129.22	-0.766	-4.9118	0.0	0.0	-2.21952
108399236-108399636	ENSG00000091129.22	0.7676				
108399393-108399793	ENSG00000091129.22	0.7676				
1127057-1127457	ENSG00000146540.15	0.3594				
1127186-1127586	ENSG00000146540.15	0.3594				
1127188-1127588	ENSG00000146540.15	0.3594				
120839827-120840227	ENSG00000106025.9	-0.4481				
120839909-120840309	ENSG00000106025.9	-0.4481				
120856498-120856898	ENSG00000106025.9	0.4481	-0.30657	0.0	0.0	-1.52703
120856633-120857033	ENSG00000106025.9	0.4481	-0.30657	0.0	0.0	-1.52703
141738020-141738420	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.0
141738030-141738430	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.0
141738031-141738431	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.0
141738037-141738437	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.0
141738052-141738452	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.7868
141738057-141738457	ENSG00000106028.11	-0.5156	0.23307	0.0	0.0	0.7868
141738134-141738534	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738146-141738546	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738158-141738558	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738165-141738565	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738191-141738591	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738196-141738596	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738200-141738600	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738201-141738601	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738206-141738606	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738209-141738609	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738210-141738610	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738303-141738703	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738375-141738775	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738393-141738793	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738400-141738800	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738403-141738803	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738407-141738807	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738478-141738878	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.7868
141738744-141739144	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.0
141738798-141739198	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.0
141738924-141739324	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.0
141738990-141739390	ENSG00000106028.11	0.3479	0.23307	0.0	0.0	0.0
2558821-2559221	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558848-2559248	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558852-2559252	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558857-2559257	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558879-2559279	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558938-2559338	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2558949-2559349	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2559017-2559417	ENSG00000106012.18	0.4859	-0.62736	0.0	0.0	-1.14992
2566916-2567316	ENSG00000106012.18	-0.4859				
2566963-2567363	ENSG00000106012.18	-0.4859				
2568754-2569154	ENSG00000106012.18	0.4859				
2568799-2569199	ENSG00000106012.18	0.4859				
30459701-30460101	ENSG00000106100.11	0.7668				
30459841-30460241	ENSG00000106100.11	0.7668				
30463409-30463809	ENSG00000106100.11	0.7668				
30463498-30463898	ENSG00000106100.11	0.7668				
30478406-30478806	ENSG00000106100.11	0.5933	0.06412	0.46093	0.0	0.0
30478436-30478836	ENSG00000106100.11	0.5933	0.06412	0.46093	0.0	0.0
30478528-30478928	ENSG00000106100.11	0.5933	0.06412	0.58505	0.0	0.0
30478538-30478938	ENSG00000106100.11	0.5933	0.06412	0.58505	0.0	0.0
30478542-30478942	ENSG00000106100.11	0.5933	0.06412	0.58505	0.0	0.0
30478584-30478984	ENSG00000106100.11	0.5933	0.06412	0.58505	0.0	0.0
33351019-33351419	ENSG00000122507.21	-0.6103				
33351123-33351523	ENSG00000122507.21	-0.6103				
33351727-33352127	ENSG00000122507.21	0.6232	2.64447	0.0	0.0	1.95269
33351849-33352249	ENSG00000122507.21	0.6232	2.64447	0.0	0.0	1.95269
33352659-33353059	ENSG00000122507.21	0.6232	2.82657	0.0	0.0	0.0
33352673-33353073	ENSG00000122507.21	0.6232	2.82657	0.0	0.0	0.0
44999657-45000057	ENSG00000136280.17	0.384	0.28003	0.0	0.0	0.64015
44999988-45000388	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.64015
44999989-45000389	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.64015
45000001-45000401	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.64015
45000049-45000449	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.64015
45000100-45000500	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.60354
45000163-45000563	ENSG00000136280.17	-0.3853	0.28003	0.0	0.0	0.60354
45038053-45038453	ENSG00000136280.17	0.384				
45038061-45038461	ENSG00000136280.17	0.384				
45038226-45038626	ENSG00000136280.17	0.384				
7640511-7640911	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640523-7640923	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640552-7640952	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640557-7640957	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640576-7640976	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640584-7640984	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640594-7640994	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640616-7641016	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640621-7641021	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640628-7641028	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640749-7641149	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7640772-7641172	ENSG00000219545.12	0.3526	0.43833	0.0	0.0	0.57939
7673109-7673509	ENSG00000219545.12	0.3526				
7673119-7673519	ENSG00000219545.12	0.3526				
7673122-7673522	ENSG00000219545.12	0.3526				
7673253-7673653	ENSG00000219545.12	0.3526				
7801470-7801870	ENSG00000219545.12	-0.3441	0.0	0.26134	0.0	0.0
7801543-7801943	ENSG00000219545.12	-0.3441	0.0	0.26134	0.0	0.0
7877081-7877481	ENSG00000219545.12	-0.3441				
7877243-7877643	ENSG00000219545.12	-0.3441				
43146748-43147148	ENSG00000165102.15	0.503				
43146863-43147263	ENSG00000165102.15	0.503				
43158375-43158775	ENSG00000165102.15	-0.5092	0.0	0.0	2.02387	0.0
43158511-43158911	ENSG00000165102.15	-0.5092	0.0	0.0	2.02387	0.0
135075466-135075866	ENSG00000130558.20	-0.3793	-1.0217	0.33734	0.0	0.0
135075602-135076002	ENSG00000130558.20	-0.3793	-1.0217	0.33734	0.0	0.0
135087939-135088339	ENSG00000130558.20	0.3644	1.17642	-1.46081	0.0	0.0
135089995-135090395	ENSG00000130558.20	0.3644	0.0	-1.46081	0.0	0.0
135090144-135090544	ENSG00000130558.20	0.3644	0.0	-1.46081	0.0	0.0
20658491-20658891	ENSG00000188352.13	0.5222	-0.65685	0.0	0.0	-0.12903
20658626-20659026	ENSG00000188352.13	0.5222	-0.65685	0.0	0.0	-0.12903
20715122-20715522	ENSG00000188352.13	-0.4992				
20715210-20715610	ENSG00000188352.13	-0.4992				
4722306-4722706	ENSG00000147853.17	0.5266				
4722425-4722825	ENSG00000147853.17	0.5266				
4740737-4741137	ENSG00000147853.17	-0.5454	-0.33587	0.0	0.0	0.87824
76655223-76655623	ENSG00000106772.19	0.9122				
76655302-76655702	ENSG00000106772.19	0.9122				
76691780-76692180	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76691810-76692210	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76691874-76692274	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76691967-76692367	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76691993-76692393	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76692000-76692400	ENSG00000106772.19	-0.9152	-0.93983	1.93382	0.0	-0.93
76703137-76703537	ENSG00000106772.19	0.9122				
76703238-76703638	ENSG00000106772.19	0.9122				
95485485-95485885	ENSG00000185920.18	0.4558				
95485624-95486024	ENSG00000185920.18	0.4558				
95485674-95486074	ENSG00000185920.18	0.4558				
95505594-95505994	ENSG00000185920.18	0.4558	-0.17952	-0.61466	0.0	-0.04845
95505675-95506075	ENSG00000185920.18	0.4558	-0.17952	-0.61466	0.0	-0.04845
95505678-95506078	ENSG00000185920.18	0.4558	-0.17952	0.0	0.0	-0.04845
95506035-95506435	ENSG00000185920.18	-0.455	-0.17952	0.0	0.0	-0.08809
95506207-95506607	ENSG00000185920.18	-0.455	-0.17952	0.0	0.0	-0.08809
95506399-95506799	ENSG00000185920.18	-0.455	-0.17952	0.0	0.0	-0.08809
10567253-10567653	ENSG00000101871.17	0.5743				
10567347-10567747	ENSG00000101871.17	0.5743				
10567403-10567803	ENSG00000101871.17	0.5743				
10620090-10620490	ENSG00000101871.17	0.5743	0.17453	0.0	0.0	-0.50837
10620219-10620619	ENSG00000101871.17	0.5743	0.17453	0.0	0.0	-0.50837
10677265-10677665	ENSG00000101871.17	-0.3226	-3.73506	0.0	0.0	-2.06344
137568702-137569102	ENSG00000156925.12	-0.5326	0.39913	0.0	0.0	1.05739
137568865-137569265	ENSG00000156925.12	-0.5326	0.39913	0.0	0.0	1.05739
137573769-137574169	ENSG00000156925.12	0.3871	-0.93583	0.0	0.0	0.05437
137573793-137574193	ENSG00000156925.12	0.3871	-0.93583	0.0	0.0	0.05437
137573846-137574246	ENSG00000156925.12	0.3871	-0.93583	0.0	0.0	0.05437
137573919-137574319	ENSG00000156925.12	0.3871	-0.93583	0.0	0.0	0.05437
137576922-137577322	ENSG00000156925.12	0.3871	0.03717	0.0	0.0	2.89032
44873598-44873998	ENSG00000147050.17	-0.7196	-0.19415	0.0	0.0	-1.06106
44873604-44874004	ENSG00000147050.17	-0.7196	-0.19415	0.0	0.0	-1.06106
44873679-44874079	ENSG00000147050.17	-0.7196	-0.19415	0.0	0.0	-1.06106
44873724-44874124	ENSG00000147050.17	-0.7196	-0.19415	0.0	0.0	-1.06106
44873787-44874187	ENSG00000147050.17	-0.7196	-0.19415	0.0	0.0	-1.06106
44961084-44961484	ENSG00000147050.17	0.4478				
44961192-44961592	ENSG00000147050.17	0.4478				
63432164-63432564	ENSG00000235437.9	0.3239				
63432291-63432691	ENSG00000235437.9	0.3239				
63516710-63517110	ENSG00000235437.9	0.3239				
63516882-63517282	ENSG00000235437.9	0.3239				
63516900-63517300	ENSG00000235437.9	0.3239				
63560632-63561032	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560715-63561115	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560716-63561116	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560742-63561142	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560748-63561148	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560804-63561204	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560823-63561223	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
63560830-63561230	ENSG00000235437.9	-0.3818	-0.06395	0.0	0.0	-0.7165
13704235-13704635	ENSG00000241859.7	-0.5818	0.06267	0.0	0.0	-0.96577
13754440-13754840	ENSG00000241859.7	0.4453				
13754589-13754989	ENSG00000241859.7	0.4453				
13790719-13791119	ENSG00000241859.7	0.4453				
13790766-13791166	ENSG00000241859.7	0.4453				
